Waiting for logs. Press CTRL + C to stop
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "None.node-1",
    "timestamp": "2015-08-28 15:57:06.522215"
}
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "deceaf1aa2ab4b0ba41fd3a706e6fbb7",
    "event_type": "compute.instance.update",
    "message_id": "08939df9-86b7-43da-8ad5-0fbd4a9582b9",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:57:07.221324",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "ephemeral_gb": 0,
        "host": "node-2",
        "hostname": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": "networking",
        "node": "node-2.domain.tld",
        "old_state": "building",
        "old_task_state": "networking",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "building",
        "state_description": "networking",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "None.node-1",
    "timestamp": "2015-08-28 15:57:07.395076"
}
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method object_action
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "918350185dbd42a794d12213ea78bfdd",
    "event_type": "compute.instance.update",
    "message_id": "7f8f0090-1d9b-41ea-82d5-74859184a1fb",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:57:08.014460",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "ephemeral_gb": 0,
        "host": "node-2",
        "hostname": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "7a5f391f-3a8a-42d5-accd-17440e169d66",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": "networking",
        "node": "node-2.domain.tld",
        "old_state": "building",
        "old_task_state": "networking",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "building",
        "state_description": "networking",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "None.node-1",
    "timestamp": "2015-08-28 15:57:08.046760"
}
ERROR: Unsupproted parsing of conductor message with method object_action
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "6c2cef14103141f8a16553077d6b0b5d",
    "event_type": "compute.instance.update",
    "message_id": "e8728feb-b1ed-42cc-af63-cf1376c1e0f1",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:57:08.424973",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "ephemeral_gb": 0,
        "host": "node-2",
        "hostname": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": "block_device_mapping",
        "node": "node-2.domain.tld",
        "old_state": "building",
        "old_task_state": "networking",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "building",
        "state_description": "block_device_mapping",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "None.node-1",
    "timestamp": "2015-08-28 15:57:08.448780"
}
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method object_action
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "d0fb44252f5140d39ff3ea12a1fe3266",
    "event_type": "compute.instance.update",
    "message_id": "40859fdb-c5bd-4533-b59e-589bda9ea071",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:57:09.055444",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "ephemeral_gb": 0,
        "host": "node-2",
        "hostname": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": "spawning",
        "node": "node-2.domain.tld",
        "old_state": "building",
        "old_task_state": "block_device_mapping",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "building",
        "state_description": "spawning",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "None.node-1",
    "timestamp": "2015-08-28 15:57:09.117011"
}
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "4fb05125f8d844e9868fa2d7fa5886ce",
    "event_type": "compute.instance.update",
    "message_id": "022bd26b-38d6-45fa-8998-b4a865961422",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:57:09.811076",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "ephemeral_gb": 0,
        "host": "node-2",
        "hostname": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "7a5f391f-3a8a-42d5-accd-17440e169d66",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": "block_device_mapping",
        "node": "node-2.domain.tld",
        "old_state": "building",
        "old_task_state": "networking",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "building",
        "state_description": "block_device_mapping",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "None.node-1",
    "timestamp": "2015-08-28 15:57:09.921525"
}
ERROR: Unsupproted parsing of conductor message with method task_log_get
ERROR: Unsupproted parsing of conductor message with method object_action
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "f2aa6c16592d44398ae9baee4108ccc8",
    "event_type": "compute.instance.update",
    "message_id": "90b9da6b-cd6e-4c03-b9db-0a7f9038b708",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:57:10.735538",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "ephemeral_gb": 0,
        "host": "node-2",
        "hostname": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "7a5f391f-3a8a-42d5-accd-17440e169d66",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": "spawning",
        "node": "node-2.domain.tld",
        "old_state": "building",
        "old_task_state": "block_device_mapping",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "building",
        "state_description": "spawning",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "None.node-1",
    "timestamp": "2015-08-28 15:57:10.761424"
}
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method instance_update
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "27b21ff7ac42414b80d5ad275ec5ae57",
    "event_type": "compute.instance.update",
    "message_id": "c381a881-80b7-48ad-97e1-dce29a713aca",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:57:13.588828",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "ephemeral_gb": 0,
        "host": "node-2",
        "hostname": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": "spawning",
        "node": "node-2.domain.tld",
        "old_state": "building",
        "old_task_state": "spawning",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "building",
        "state_description": "spawning",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "conductor.node-1",
    "timestamp": "2015-08-28 15:57:13.666858"
}
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method instance_update
ERROR: Unsupproted parsing of conductor message with method migration_get_in_progress_by_host_and_node
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "268791e5326d4f98993bdb2e629ccc03",
    "event_type": "compute.instance.update",
